timestamp,voltage_kv,current_a,oil_temperature_c,vibration_mm_s,oil_level_percent,load_factor_percent,ambient_temperature_c,fault_status,temp_difference,power_factor,efficiency_ratio,predicted_status
2023-01-02 13:00:00,233.87,131.5,64.5,0.18,91.9,71.2,12.5,Normal,52.0,30.753905,1.0870229007633587,Normal
2023-01-02 14:00:00,238.06,144.2,70.6,0.83,95.2,56.3,44.0,Warning,26.599999999999994,34.328252,0.7863128491620112,Normal
2023-01-02 15:00:00,230.05,130.4,68.7,0.52,93.2,76.0,21.1,Normal,47.6,29.998520000000003,1.0903873744619799,Normal
2023-01-02 16:00:00,230.57,163.2,77.7,0.38,100.0,45.7,23.5,Normal,54.2,37.629024,0.5806861499364676,Normal
2023-01-02 17:00:00,232.94,155.6,60.0,0.48,93.5,66.2,33.5,Normal,26.5,36.245464,1.0852459016393443,Normal
2023-01-02 18:00:00,231.79,136.1,72.2,0.53,97.4,84.4,16.7,Normal,55.5,31.546619,1.1530054644808743,Normal
2023-01-02 19:00:00,227.2,164.9,69.9,0.5,95.4,94.2,19.1,Normal,50.800000000000004,37.46528,1.3286318758815232,Normal
2023-01-02 20:00:00,232.74,146.0,63.3,0.61,97.5,87.2,38.1,Normal,25.199999999999996,33.98004,1.3561430793157077,Normal
2023-01-02 21:00:00,230.11,163.6,62.5,0.53,94.6,76.5,31.0,Normal,31.5,37.645996,1.204724409448819,Normal
2023-01-02 22:00:00,225.91,191.8,57.0,0.38,98.5,86.9,31.2,Normal,25.8,43.329538,1.4982758620689656,Normal
2023-01-02 23:00:00,233.14,149.8,57.8,0.51,93.0,89.6,23.5,Normal,34.3,34.924372000000005,1.5238095238095237,Normal
2023-01-03 00:00:00,225.87,143.6,68.3,0.44,92.5,78.7,27.4,Normal,40.9,32.434932,1.1356421356421358,Normal
2023-01-03 01:00:00,227.47,140.6,66.9,0.36,90.8,64.2,22.9,Normal,44.00000000000001,31.982281999999998,0.9455081001472754,Normal
2023-01-03 02:00:00,231.55,179.5,71.9,0.48,94.9,60.0,24.8,Normal,47.10000000000001,41.563224999999996,0.8230452674897119,Normal
2023-01-03 03:00:00,228.56,156.5,58.4,0.55,99.6,73.4,29.0,Normal,29.4,35.76964,1.2356902356902357,Normal
2023-01-03 04:00:00,233.45,142.0,66.8,0.5,95.3,63.4,25.2,Normal,41.599999999999994,33.1499,0.9351032448377581,Normal
2023-01-03 05:00:00,228.98,216.3,84.6,1.23,84.2,102.4,32.2,Warning,52.39999999999999,49.52837400000001,1.1962616822429908,Critical
2023-01-03 06:00:00,240.95,133.8,58.3,0.44,88.6,67.1,17.4,Normal,40.9,32.239110000000004,1.1315345699831365,Normal
2023-01-03 07:00:00,230.75,156.8,80.0,0.6,93.3,61.5,29.9,Normal,50.1,36.1816,0.7592592592592593,Normal
2023-01-03 08:00:00,223.4,186.6,74.4,0.45,89.9,95.3,23.9,Normal,50.50000000000001,41.686440000000005,1.2639257294429707,Warning
2023-01-03 09:00:00,236.19,118.1,60.2,0.5,95.1,68.2,31.2,Normal,29.000000000000004,27.894038999999996,1.1143790849673203,Normal
2023-01-03 10:00:00,224.66,147.2,66.0,0.55,97.1,58.1,9.7,Normal,56.3,33.069952,0.8671641791044776,Normal
2023-01-03 11:00:00,236.39,156.6,59.0,0.66,95.3,92.7,25.7,Normal,33.3,37.018674,1.5450000000000002,Normal
2023-01-03 12:00:00,234.73,272.7,86.3,1.79,85.2,120.0,20.5,Critical,65.8,64.010871,1.3745704467353952,Critical
2023-01-03 13:00:00,233.43,171.2,50.9,0.38,88.9,71.0,32.2,Normal,18.699999999999996,39.963216,1.3680154142581888,Normal
2023-01-03 14:00:00,237.51,151.5,78.0,0.36,89.9,74.2,28.8,Normal,49.2,35.982765,0.9392405063291139,Warning
2023-01-03 15:00:00,229.84,108.7,64.3,0.37,97.0,80.5,15.6,Normal,48.699999999999996,24.983608,1.2327718223583461,Normal
2023-01-03 16:00:00,220.89,153.5,74.4,0.99,83.1,95.1,23.6,Warning,50.800000000000004,33.906614999999995,1.2612732095490715,Critical
2023-01-03 17:00:00,226.04,147.9,56.7,0.44,91.4,104.5,25.4,Normal,31.300000000000004,33.431315999999995,1.8110918544194106,Normal
2023-01-03 18:00:00,226.5,154.3,64.1,0.48,96.8,86.4,19.7,Normal,44.39999999999999,34.94895,1.3271889400921661,Normal
2023-01-03 19:00:00,227.12,144.5,46.6,0.35,99.1,99.7,22.5,Normal,24.1,32.81884,2.0945378151260505,Normal
2023-01-03 20:00:00,232.88,156.2,89.6,0.61,94.6,60.7,8.9,Normal,80.69999999999999,36.375856,0.6699779249448125,Warning
2023-01-03 21:00:00,231.02,134.9,53.6,0.44,91.8,100.3,33.8,Normal,19.800000000000004,31.164598,1.836996336996337,Normal
2023-01-03 22:00:00,229.96,179.6,65.6,0.41,99.6,83.1,14.6,Normal,50.99999999999999,41.300816,1.2477477477477477,Normal
2023-01-03 23:00:00,223.48,158.1,61.2,0.99,97.5,57.0,36.8,Warning,24.400000000000006,35.332187999999995,0.9163987138263665,Warning
2023-01-04 00:00:00,219.79,167.8,69.1,0.63,88.2,68.4,33.2,Warning,35.89999999999999,36.880762000000004,0.9757489300998575,Warning
2023-01-04 01:00:00,229.75,145.2,57.7,0.44,97.3,82.5,15.2,Normal,42.5,33.3597,1.4054514480408857,Normal
2023-01-04 02:00:00,230.5,165.0,51.6,0.55,93.0,83.6,17.4,Normal,34.2,38.0325,1.5893536121673002,Normal
2023-01-04 03:00:00,220.98,117.4,65.4,0.53,92.3,84.6,8.4,Normal,57.00000000000001,25.943051999999998,1.2740963855421685,Normal
2023-01-04 04:00:00,224.47,149.7,68.5,0.81,83.7,77.3,42.1,Warning,26.4,33.603159,1.112230215827338,Critical
2023-01-04 05:00:00,227.12,166.7,56.0,0.55,99.3,37.9,17.0,Normal,39.0,37.860904,0.6649122807017543,Normal
2023-01-04 06:00:00,232.89,145.9,68.0,0.44,95.3,72.7,36.7,Normal,31.299999999999997,33.978651,1.0536231884057972,Normal
2023-01-04 07:00:00,231.27,156.8,61.7,0.45,93.7,80.9,20.8,Normal,40.900000000000006,36.263136,1.2902711323763956,Normal
2023-01-04 08:00:00,231.45,191.5,72.0,0.47,98.6,68.9,4.6,Normal,67.4,44.322675,0.9438356164383562,Normal
2023-01-04 09:00:00,224.96,112.6,62.2,0.5,100.0,79.9,22.8,Normal,39.400000000000006,25.330496,1.264240506329114,Normal
2023-01-04 10:00:00,234.15,105.8,66.9,0.58,90.6,92.2,28.4,Normal,38.50000000000001,24.77307,1.3578792341678938,Normal
2023-01-04 11:00:00,221.68,195.8,97.7,0.84,89.2,75.8,19.8,Warning,77.9,43.404944,0.7679837892603849,Critical
2023-01-04 12:00:00,234.15,132.9,65.6,0.45,96.4,80.0,35.4,Normal,30.199999999999996,31.118535000000005,1.2012012012012012,Normal
2023-01-04 13:00:00,227.45,144.6,57.2,0.46,96.1,86.4,15.8,Normal,41.400000000000006,32.889269999999996,1.4845360824742269,Normal
2023-01-04 14:00:00,220.44,260.7,96.2,2.06,73.8,63.9,8.3,Critical,87.9,57.468708,0.6574074074074073,Critical
2023-01-04 15:00:00,237.48,163.1,64.6,0.53,91.6,111.7,26.3,Normal,38.3,38.732988,1.7027439024390245,Normal
2023-01-04 16:00:00,230.55,164.5,68.8,0.52,92.6,82.1,43.8,Normal,25.0,37.925475,1.17621776504298,Normal
2023-01-04 17:00:00,236.73,181.9,60.9,0.4,94.6,75.8,35.9,Normal,25.0,43.061187,1.2245557350565428,Normal
2023-01-04 18:00:00,221.54,180.6,63.7,0.46,92.0,50.2,33.2,Normal,30.5,40.010124,0.7758887171561051,Warning
2023-01-04 19:00:00,230.37,124.2,54.6,0.47,100.0,71.1,10.0,Normal,44.6,28.611954,1.278776978417266,Normal
2023-01-04 20:00:00,228.77,144.5,43.4,0.49,94.3,85.4,43.5,Normal,-0.10000000000000142,33.057265,1.9234234234234235,Normal
2023-01-04 21:00:00,235.63,144.6,56.1,0.76,95.2,75.2,24.8,Normal,31.3,34.072098,1.3169877408056043,Normal
2023-01-04 22:00:00,230.99,147.1,60.4,0.45,94.9,66.8,17.9,Normal,42.5,33.978629,1.0879478827361564,Normal
2023-01-04 23:00:00,230.53,144.9,77.0,0.23,98.3,93.7,4.3,Normal,72.7,33.403797,1.2012820512820512,Normal
2023-01-05 00:00:00,205.89,208.9,68.9,1.27,71.1,120.0,49.0,Critical,19.900000000000006,43.010420999999994,1.7167381974248925,Critical
2023-01-05 01:00:00,236.36,164.4,56.0,0.45,96.5,56.7,32.1,Normal,23.9,38.857584,0.9947368421052633,Normal
2023-01-05 02:00:00,207.12,208.8,100.7,1.63,77.1,120.0,18.8,Critical,81.9,43.246656,1.1799410029498525,Critical
2023-01-05 03:00:00,229.93,194.8,71.9,0.87,81.7,103.5,27.8,Warning,44.10000000000001,44.790364000000004,1.419753086419753,Critical
2023-01-05 04:00:00,227.39,171.0,59.4,0.36,90.3,84.1,12.2,Normal,47.2,38.883689999999994,1.3923841059602649,Normal
2023-01-05 05:00:00,238.77,108.4,78.6,0.52,94.7,66.8,29.0,Normal,49.599999999999994,25.882668000000002,0.8391959798994975,Normal
2023-01-05 06:00:00,229.81,172.1,65.9,0.52,93.9,74.1,28.1,Normal,37.800000000000004,39.550301,1.10762331838565,Normal
2023-01-05 07:00:00,221.45,123.0,70.9,0.52,94.4,75.3,28.5,Normal,42.400000000000006,27.238349999999997,1.0472878998609179,Normal
2023-01-05 08:00:00,227.3,134.4,66.6,0.4,96.2,49.5,35.3,Normal,31.299999999999997,30.549120000000002,0.7322485207100592,Normal
2023-01-05 09:00:00,232.36,155.1,72.9,0.67,98.0,47.4,12.2,Normal,60.7,36.039036,0.6414073071718538,Normal
2023-01-05 10:00:00,226.88,150.5,69.1,0.43,95.6,63.7,18.9,Normal,50.199999999999996,34.14544,0.9087018544935808,Normal
2023-01-05 11:00:00,222.97,131.5,54.2,0.4,98.2,60.8,50.0,Normal,4.200000000000003,29.320555,1.1014492753623186,Normal
2023-01-05 12:00:00,232.47,153.7,58.1,0.57,93.3,76.8,50.0,Normal,8.100000000000001,35.730639,1.299492385786802,Normal
2023-01-05 13:00:00,208.85,254.5,79.5,1.49,94.2,79.3,50.0,Critical,29.5,53.152325,0.9850931677018633,Critical
2023-01-05 14:00:00,230.66,165.9,81.3,0.99,91.1,53.6,21.3,Warning,60.0,38.266494,0.6512758201701094,Warning
2023-01-05 15:00:00,228.76,148.5,70.0,0.52,91.0,80.7,31.1,Normal,38.9,33.97086,1.1366197183098592,Normal
2023-01-05 16:00:00,232.8,171.6,71.7,0.55,94.8,50.1,29.3,Normal,42.400000000000006,39.94848,0.6891334250343879,Normal
2023-01-05 17:00:00,231.04,155.4,54.8,0.39,98.2,74.4,31.8,Normal,22.999999999999996,35.903616,1.3333333333333335,Normal
2023-01-05 18:00:00,225.23,180.7,84.4,0.7,88.5,75.8,24.8,Warning,59.60000000000001,40.69906099999999,0.8875878220140514,Warning
2023-01-05 19:00:00,222.53,185.6,70.2,1.05,83.5,81.3,24.7,Warning,45.5,41.301567999999996,1.1418539325842696,Critical
2023-01-05 20:00:00,237.23,153.9,73.3,0.35,95.8,88.3,25.8,Normal,47.5,36.509697,1.1884253028263796,Normal
2023-01-05 21:00:00,235.33,139.7,76.3,0.73,93.9,68.3,39.5,Normal,36.8,32.875601,0.8835705045278137,Normal
2023-01-05 22:00:00,237.9,139.5,61.6,0.47,91.0,61.2,15.0,Normal,46.6,33.187050000000006,0.9776357827476039,Normal
2023-01-05 23:00:00,226.16,149.3,66.9,0.66,92.0,89.8,22.9,Normal,44.00000000000001,33.765688000000004,1.3225331369661264,Normal
2023-01-06 00:00:00,229.75,163.5,56.0,0.54,95.5,82.4,27.9,Normal,28.1,37.564125,1.4456140350877194,Normal
2023-01-06 01:00:00,242.28,137.2,60.8,0.44,93.3,65.4,36.9,Normal,23.9,33.240816,1.0582524271844662,Normal
2023-01-06 02:00:00,237.1,138.6,58.3,0.55,93.3,84.5,27.0,Normal,31.299999999999997,32.86206,1.4249578414839799,Normal
2023-01-06 03:00:00,222.42,181.0,79.4,0.44,93.8,79.3,28.3,Normal,51.10000000000001,40.258019999999995,0.9863184079601989,Warning
2023-01-06 04:00:00,233.29,190.2,63.6,0.42,90.9,64.0,24.7,Normal,38.900000000000006,44.37175799999999,0.9907120743034057,Normal
2023-01-06 05:00:00,238.97,139.6,66.8,0.5,98.6,112.9,19.7,Normal,47.099999999999994,33.360212,1.6651917404129795,Normal
2023-01-06 06:00:00,227.55,170.9,70.5,0.68,96.8,69.6,30.9,Normal,39.6,38.88829500000001,0.9734265734265733,Normal
2023-01-06 07:00:00,233.87,200.5,80.1,1.01,93.8,112.6,37.8,Warning,42.3,46.890935,1.3884093711467325,Critical
2023-01-06 08:00:00,223.66,183.7,87.1,0.64,89.8,77.1,30.3,Warning,56.8,41.086341999999995,0.8751418842224744,Critical
2023-01-06 09:00:00,235.23,184.8,75.5,0.53,91.7,97.9,50.0,Warning,25.5,43.470504,1.2797385620915034,Warning
2023-01-06 10:00:00,228.46,154.4,67.0,0.66,94.7,79.2,31.1,Normal,35.9,35.274224000000004,1.1647058823529413,Normal
2023-01-06 11:00:00,230.93,141.1,66.6,0.61,91.9,77.0,18.0,Normal,48.599999999999994,32.584223,1.13905325443787,Normal
2023-01-06 12:00:00,234.56,141.9,69.4,0.88,95.8,83.7,23.3,Warning,46.10000000000001,33.284064,1.1889204545454546,Normal
2023-01-06 13:00:00,240.05,143.8,53.0,0.89,85.5,64.6,38.5,Warning,14.5,34.51919,1.1962962962962962,Warning
2023-01-06 14:00:00,231.22,138.7,54.8,0.59,97.0,73.5,43.5,Normal,11.299999999999997,32.07021399999999,1.317204301075269,Normal
2023-01-06 15:00:00,224.65,119.5,59.5,0.5,95.7,71.4,28.5,Normal,31.0,26.845675,1.1801652892561985,Normal
2023-01-06 16:00:00,223.74,178.9,64.3,0.61,96.0,81.9,30.7,Normal,33.599999999999994,40.027086000000004,1.2542113323124044,Normal
2023-01-06 17:00:00,232.24,162.9,75.6,0.52,97.1,73.7,39.4,Normal,36.199999999999996,37.831896,0.9621409921671019,Normal
2023-01-06 18:00:00,226.62,186.0,64.7,0.36,95.4,64.8,33.4,Normal,31.300000000000004,42.15132,0.9863013698630136,Normal
2023-01-06 19:00:00,226.74,141.1,49.9,0.45,87.7,51.2,32.6,Normal,17.299999999999997,31.993014,1.0058939096267192,Normal
2023-01-06 20:00:00,233.93,158.5,57.3,0.5,95.0,57.6,40.0,Normal,17.299999999999997,37.077905,0.9879931389365353,Normal
2023-01-06 21:00:00,234.39,145.6,65.2,0.52,88.9,71.3,18.2,Normal,47.0,34.12718399999999,1.0770392749244713,Normal
2023-01-06 22:00:00,224.99,144.4,79.4,0.56,93.3,83.6,39.0,Normal,40.400000000000006,32.488556,1.0398009950248754,Warning
2023-01-06 23:00:00,232.4,181.5,68.5,0.94,90.0,102.9,37.6,Warning,30.9,42.1806,1.4805755395683453,Warning
2023-01-07 00:00:00,235.25,139.3,75.5,0.52,100.0,64.7,42.4,Normal,33.1,32.77032500000001,0.8457516339869281,Normal
2023-01-07 01:00:00,230.99,137.0,61.1,0.47,96.3,82.8,19.3,Normal,41.8,31.64563,1.3333333333333333,Normal
2023-01-07 02:00:00,229.88,192.8,78.8,0.54,95.1,76.8,31.1,Normal,47.699999999999996,44.320864,0.9624060150375939,Warning
2023-01-07 03:00:00,224.89,144.9,51.7,0.54,96.9,67.8,40.7,Normal,11.0,32.586560999999996,1.286527514231499,Normal
2023-01-07 04:00:00,223.87,120.7,66.8,0.6,100.0,68.1,35.8,Normal,31.0,27.021109,1.0044247787610618,Normal
2023-01-07 05:00:00,229.81,146.5,72.1,0.57,90.3,97.1,38.8,Normal,33.3,33.667165000000004,1.3283173734610123,Normal
2023-01-07 06:00:00,202.49,231.9,97.4,1.58,75.6,78.2,34.6,Critical,62.800000000000004,46.95743100000001,0.7947154471544715,Critical
2023-01-07 07:00:00,235.86,160.9,62.0,0.58,86.5,92.2,7.6,Normal,54.4,37.949874,1.4634920634920636,Normal
2023-01-07 08:00:00,228.19,127.6,54.6,0.62,93.6,80.2,24.5,Normal,30.1,29.117043999999996,1.4424460431654675,Normal
2023-01-07 09:00:00,232.39,151.5,54.7,0.6,93.5,51.7,20.7,Normal,34.0,35.207085,0.9281867145421903,Normal
2023-01-07 10:00:00,237.5,167.0,62.2,0.47,94.0,106.2,28.8,Normal,33.400000000000006,39.6625,1.6803797468354431,Normal
2023-01-07 11:00:00,232.15,170.6,66.9,0.47,94.4,73.9,24.6,Normal,42.300000000000004,39.60479,1.0883652430044182,Normal
2023-01-07 12:00:00,233.64,151.0,70.9,0.49,95.2,45.0,34.2,Normal,36.7,35.27964,0.6258692628650904,Normal
2023-01-07 13:00:00,231.73,170.0,41.8,0.71,94.6,91.6,14.6,Normal,27.199999999999996,39.3941,2.1401869158878504,Normal
2023-01-07 14:00:00,233.06,128.9,60.0,0.69,94.4,78.3,33.7,Normal,26.299999999999997,30.041434000000002,1.2836065573770492,Normal
2023-01-07 15:00:00,232.48,153.0,67.9,0.74,94.8,78.0,35.5,Normal,32.400000000000006,35.56943999999999,1.1320754716981132,Normal
2023-01-07 16:00:00,235.53,173.7,70.1,0.39,99.9,57.8,28.0,Normal,42.099999999999994,40.91156099999999,0.8129395218002813,Normal
2023-01-07 17:00:00,226.23,148.7,67.6,0.53,96.3,99.2,29.5,Normal,38.099999999999994,33.640401,1.4460641399416911,Normal
2023-01-07 18:00:00,228.78,169.3,74.5,0.38,96.8,85.5,22.0,Normal,52.5,38.732454000000004,1.1324503311258278,Normal
2023-01-07 19:00:00,236.01,176.2,76.3,0.77,88.1,63.1,12.7,Warning,63.599999999999994,41.58496199999999,0.8163001293661061,Warning
2023-01-07 20:00:00,237.76,158.8,65.1,0.37,84.8,58.5,49.7,Warning,15.399999999999991,37.756288,0.8850226928895614,Warning
2023-01-07 21:00:00,235.05,136.2,83.0,0.6,94.0,37.5,47.9,Normal,35.1,32.01381,0.44642857142857145,Normal
2023-01-07 22:00:00,223.05,117.1,73.2,0.74,99.2,83.5,30.9,Normal,42.300000000000004,26.119155,1.1253369272237197,Normal
2023-01-07 23:00:00,234.27,165.2,67.2,0.51,94.8,63.7,22.2,Normal,45.0,38.701404000000004,0.9340175953079178,Normal
2023-01-08 00:00:00,221.54,148.0,57.1,0.39,95.5,95.9,34.2,Normal,22.9,32.78792,1.6506024096385543,Normal
2023-01-08 01:00:00,222.15,130.2,72.5,0.4,94.3,83.3,15.3,Normal,57.2,28.923929999999995,1.1333333333333333,Normal
2023-01-08 02:00:00,225.84,146.6,69.0,0.86,80.0,93.8,29.8,Warning,39.2,33.108144,1.3399999999999999,Warning
2023-01-08 03:00:00,232.76,154.5,75.9,0.51,93.7,76.8,30.4,Normal,45.50000000000001,35.96142,0.9986996098829648,Normal
2023-01-08 04:00:00,230.24,150.8,59.4,0.43,90.8,101.2,12.6,Normal,46.8,34.720192000000004,1.675496688741722,Normal
2023-01-08 05:00:00,226.54,135.6,72.2,0.47,98.7,64.9,27.8,Normal,44.400000000000006,30.718823999999998,0.8866120218579235,Normal
2023-01-08 06:00:00,218.32,233.6,63.1,0.86,91.2,93.3,27.8,Warning,35.3,50.999551999999994,1.4555382215288613,Critical
2023-01-08 07:00:00,229.35,150.9,63.8,0.6,100.0,66.6,11.3,Normal,52.5,34.608915,1.0277777777777777,Normal
2023-01-08 08:00:00,229.56,201.6,58.6,0.66,100.0,66.7,30.7,Normal,27.900000000000002,46.279296,1.1191275167785235,Warning
2023-01-08 09:00:00,238.14,142.4,63.4,0.44,92.0,65.3,12.8,Normal,50.599999999999994,33.911136,1.0139751552795029,Normal
2023-01-08 10:00:00,230.17,134.6,66.9,0.34,96.0,87.5,5.1,Normal,61.800000000000004,30.980881999999998,1.2886597938144329,Normal
2023-01-08 11:00:00,231.87,174.6,55.3,0.67,96.3,64.4,24.4,Normal,30.9,40.484502,1.143872113676732,Normal
2023-01-08 12:00:00,232.79,151.5,69.3,0.41,95.5,53.8,23.9,Normal,45.4,35.267685,0.7652916073968705,Normal
2023-01-08 13:00:00,225.48,135.3,74.9,0.61,96.8,58.6,21.8,Normal,53.10000000000001,30.507444,0.7720685111989459,Normal
2023-01-08 14:00:00,224.56,224.3,120.0,1.62,81.5,87.3,37.0,Critical,83.0,50.368808,0.7214876033057851,Critical
2023-01-08 15:00:00,229.24,164.2,72.7,0.42,91.0,47.5,30.1,Normal,42.6,37.641208,0.6445047489823609,Normal
2023-01-08 16:00:00,224.48,106.9,68.1,0.75,95.0,87.6,25.8,Normal,42.3,23.996912000000002,1.2677279305354558,Normal
2023-01-08 17:00:00,229.51,168.4,62.7,0.53,96.0,65.0,34.9,Normal,27.800000000000004,38.649483999999994,1.0204081632653061,Normal
2023-01-08 18:00:00,223.6,161.1,80.4,0.62,88.1,84.8,43.0,Warning,37.400000000000006,36.02196,1.0417690417690417,Warning
2023-01-08 19:00:00,232.37,149.5,71.5,0.64,96.7,75.2,11.9,Normal,59.6,34.739315000000005,1.0372413793103448,Normal
2023-01-08 20:00:00,224.67,143.9,60.1,0.48,95.2,82.9,24.3,Normal,35.8,32.330013,1.3567921440261865,Normal
2023-01-08 21:00:00,232.43,151.3,49.2,0.41,94.6,56.9,31.0,Normal,18.200000000000003,35.16665900000001,1.1334661354581672,Normal
2023-01-08 22:00:00,237.65,174.4,63.3,0.65,95.4,69.9,18.9,Normal,44.4,41.446160000000006,1.0870917573872474,Normal
2023-01-08 23:00:00,228.49,142.2,66.4,0.52,95.0,81.6,36.9,Normal,29.500000000000007,32.491278,1.2106824925816022,Normal
2023-01-09 00:00:00,234.75,120.3,44.6,0.59,90.9,71.6,13.3,Normal,31.3,28.240425,1.570175438596491,Normal
2023-01-09 01:00:00,210.58,193.5,82.6,0.68,75.0,74.1,34.7,Warning,47.89999999999999,40.74723,0.8863636363636364,Critical
2023-01-09 02:00:00,222.61,153.7,64.9,0.56,95.4,60.4,37.0,Normal,27.900000000000006,34.215157,0.9165402124430955,Normal
2023-01-09 03:00:00,223.73,179.3,65.7,0.71,83.6,81.5,50.0,Warning,15.700000000000003,40.114789,1.221889055472264,Warning
2023-01-09 04:00:00,223.14,117.7,76.8,0.48,93.0,90.6,18.9,Normal,57.9,26.263578,1.1645244215938304,Warning
